coverage,method,psnr_full,scenario,t_frame
1.0,B0a-R,,dropouts,22.0
1.0,B0a-R,,dropouts,23.0
1.0,B0a-R,,dropouts,24.0
1.0,B0a-R,,dropouts,25.0
1.0,B0a-R,,dropouts,26.0
1.0,B0a-R,,dropouts,27.0
1.0,B0a-R,,dropouts,28.0
1.0,B0a-R,,dropouts,29.0
1.0,B0a-R,,dropouts,30.0
1.0,B0a-R,,dropouts,31.0
1.0,B0a-R,,dropouts,32.0
1.0,B0a-R,,dropouts,33.0
1.0,B0a-R,,dropouts,34.0
1.0,B0a-R,,dropouts,35.0
1.0,B0a-R,,dropouts,36.0
1.0,B0a-R,,dropouts,37.0
1.0,B0a-R,,dropouts,38.0
1.0,B0a-R,,dropouts,39.0
1.0,B4,,dropouts,0.0
1.0,B4,,dropouts,1.0
1.0,B4,,dropouts,2.0
1.0,B4,,dropouts,3.0
1.0,B4,,dropouts,4.0
1.0,B4,,dropouts,5.0
1.0,B4,,dropouts,6.0
1.0,B4,,dropouts,7.0
1.0,B4,,dropouts,8.0
1.0,B4,,dropouts,9.0
0.6666666666666666,B4,,dropouts,10.0
0.75,B4,,dropouts,11.0
0.7083333333333334,B4,,dropouts,12.0
0.7916666666666666,B4,,dropouts,13.0
0.8333333333333334,B4,,dropouts,14.0
0.875,B4,,dropouts,15.0
0.5833333333333334,B4,,dropouts,16.0
0.875,B4,,dropouts,17.0
0.6666666666666666,B4,,dropouts,18.0
0.7083333333333334,B4,,dropouts,19.0
1.0,B4,,dropouts,20.0
1.0,B4,,dropouts,21.0
1.0,B4,,dropouts,22.0
1.0,B4,,dropouts,23.0
1.0,B4,,dropouts,24.0
1.0,B4,,dropouts,25.0
1.0,B4,,dropouts,26.0
1.0,B4,,dropouts,27.0
1.0,B4,,dropouts,28.0
1.0,B4,,dropouts,29.0
1.0,B4,,dropouts,30.0
1.0,B4,,dropouts,31.0
1.0,B4,,dropouts,32.0
1.0,B4,,dropouts,33.0
1.0,B4,,dropouts,34.0
1.0,B4,,dropouts,35.0
1.0,B4,,dropouts,36.0
1.0,B4,,dropouts,37.0
1.0,B4,,dropouts,38.0
1.0,B4,,dropouts,39.0
1.0,P,,dropouts,0.0
1.0,P,,dropouts,1.0
1.0,P,,dropouts,2.0
1.0,P,,dropouts,3.0
1.0,P,,dropouts,4.0
1.0,P,,dropouts,5.0
1.0,P,,dropouts,6.0
1.0,P,,dropouts,7.0
1.0,P,,dropouts,8.0
1.0,P,,dropouts,9.0
0.6666666666666666,P,,dropouts,10.0
0.7291666666666666,P,,dropouts,11.0
0.71875,P,,dropouts,12.0
0.84375,P,,dropouts,13.0
0.8541666666666666,P,,dropouts,14.0
0.84375,P,,dropouts,15.0
0.625,P,,dropouts,16.0
0.8020833333333334,P,,dropouts,17.0
0.6875,P,,dropouts,18.0
0.6979166666666666,P,,dropouts,19.0
1.0,P,,dropouts,20.0
1.0,P,,dropouts,21.0
1.0,P,,dropouts,22.0
1.0,P,,dropouts,23.0
1.0,P,,dropouts,24.0
1.0,P,,dropouts,25.0
1.0,P,,dropouts,26.0
1.0,P,,dropouts,27.0
1.0,P,,dropouts,28.0
1.0,P,,dropouts,29.0
1.0,P,,dropouts,30.0
1.0,P,,dropouts,31.0
1.0,P,,dropouts,32.0
1.0,P,,dropouts,33.0
1.0,P,,dropouts,34.0
1.0,P,,dropouts,35.0
1.0,P,,dropouts,36.0
1.0,P,,dropouts,37.0
1.0,P,,dropouts,38.0
1.0,P,,dropouts,39.0
